cod_bem,item,data_aquisicao,descricao,patrimonio,num_serie,status,valor_aquisicao,cod_produto,marca,serie,dt_calibracao,dt_vencimento
A000005299,0037,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9615,DI40SKDHIC211,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-12 00:00:00,2025-11-12
A000005300,0038,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9585,DI40SKDHIC212,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005301,0034,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9462,DI40SKDHIC213,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005302,0031,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9467,DI40SKDHIC214,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-18 00:00:00,2025-07-18
A000005303,0017,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9473,DI40SKDHIC215,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-14 00:00:00,2026-02-14
A000005304,0018,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9457,DI40SKDHIC216,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-12 00:00:00,2025-08-12
A000005305,0039,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9595,DI40SKDHIC217,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-01 00:00:00,2025-11-01
A000005306,0030,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9574,DI40SKDHIC218,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005307,0031,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9391,DI40SKDHIC219,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005308,0032,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9577,DI40SKDHIC220,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-21 00:00:00,2025-10-21
A000005309,0019,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9711,DI40SKDHIC221,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-04-23 00:00:00,2027-04-23
A000005310,0020,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9708,DI40SKDHIC222,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005311,0021,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9727,DI40SKDHIC223,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-11-28 00:00:00,2026-11-28
A000005312,0022,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9707,DI40SKDHIC224,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005313,0019,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9340,DI40SKDHIC225,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-22 00:00:00,2025-10-22
A000005314,0023,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9342,DI40SKDHIC226,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-09-18 00:00:00,2026-09-18
A000005315,0024,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9303,DI40SKDHIC227,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-06-17 00:00:00,2027-06-17
A000005316,0035,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9331,DI40SKDHIC228,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-02-05 00:00:00,2027-02-05
A000005317,0040,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9656,DI40SKDHIC229,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2023-10-25 00:00:00,2024-10-24
A000005318,0041,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9737,DI40SKDHIC230,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-20 00:00:00,2025-05-20
A000005319,0032,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9793,DI40SKDHIC231,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-27 00:00:00,2025-05-27
A000005320,0042,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9667,DI40SKDHIC232,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005321,0040,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9621,DI40SKDHIC233,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-29 00:00:00,2025-07-29
A000005322,0033,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9616,DI40SKDHIC234,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-04-22 00:00:00,2027-04-22
A000005323,0034,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9620,DI40SKDHIC235,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-21 00:00:00,2025-10-21
A000005324,0041,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9628,DI40SKDHIC236,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005325,0025,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9469,DI40SKDHIC237,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005326,0026,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9464,DI40SKDHIC238,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-05-11 00:00:00,2027-05-11
A000005327,0036,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9471,DI40SKDHIC239,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005328,0027,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9466,DI40SKDHIC240,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005329,0042,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9608,DI40SKDHIC241,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2023-10-22 00:00:00,2024-10-21
A000005330,0043,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9634,DI40SKDHIC242,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-20 00:00:00,2025-05-20
A000005331,0044,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9642,DI40SKDHIC243,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005332,0045,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9632,DI40SKDHIC244,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-16 00:00:00,2025-10-16
A000005333,0028,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9690,DI40SKDHIC245,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-07 00:00:00,2025-11-07
A000005334,0035,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9671,DI40SKDHIC246,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005335,0029,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9686,DI40SKDHIC247,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-17 00:00:00,2025-10-17
A000005336,0033,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9685,DI40SKDHIC248,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-09-30 00:00:00,2025-09-30
A000005337,0009,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9408,DI40SKDHIC249,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005338,0043,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9423,DI40SKDHIC250,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-03 00:00:00,2025-10-03
A000005339,0010,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9785,DI40SKDHIC251,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-04-04 00:00:00,2026-04-04
A000005340,0044,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9404,DI40SKDHIC252,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005341,0045,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9411,DI40SKDHIC253,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-03 00:00:00,2025-10-03
A000005342,0046,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9738,DI40SKDHIC254,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-01-16 00:00:00,2026-01-16
A000005343,0011,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9771,DI40SKDHIC255,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-03 00:00:00,2025-10-03
A000005344,0047,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9432,DI40SKDHIC256,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005345,0020,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9344,DI40SKDHIC257,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-07 00:00:00,2025-11-07
A000005346,0021,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9337,DI40SKDHIC258,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-09-30 00:00:00,2025-09-30
A000005347,0022,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9318,DI40SKDHIC260,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-05-28 00:00:00,2026-05-28
A000005348,0036,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9366,DI40SKDHIC261,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005349,0046,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9381,DI40SKDHIC262,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005350,0047,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9353,DI40SKDHIC263,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005351,0037,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9380,DI40SKDHIC264,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005352,0023,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9319,DI40SKDHIC265,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-12 00:00:00,2025-11-12
A000005353,0024,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9333,DI40SKDHIC266,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-17 00:00:00,2026-02-17
A000005354,0030,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9336,DI40SKDHIC267,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-01-07 00:00:00,2027-01-07
A000005355,0025,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9755,DI40SKDHIC268,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-02-12 00:00:00,2027-02-12
A000005356,0012,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9410,DI40SKDHIC269,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-03 00:00:00,2025-10-03
A000005357,0013,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9427,DI40SKDHIC270,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-07 00:00:00,2025-10-07
A000005358,0014,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9425,DI40SKDHIC271,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-07 00:00:00,2025-10-07
A000005359,0015,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9435,DI40SKDHIC272,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-19 00:00:00,2025-07-19
A000005360,0037,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9307,DI40SKDHIC273,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-01 00:00:00,2025-11-01
A000005361,0026,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9327,DI40SKDHIC274,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-06-14 00:00:00,2025-06-14
A000005362,0027,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9341,DI40SKDHIC275,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-08-08 00:00:00,2026-08-08
A000005363,0028,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9315,DI40SKDHIC276,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-14 00:00:00,2025-08-14
A000005364,0048,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9599,DI40SKDHIC277,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-08 00:00:00,2025-10-08
A000005365,0034,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9553,DI40SKDHIC278,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-18 00:00:00,2025-10-18
A000005366,0035,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9571,DI40SKDHIC279,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-18 00:00:00,2026-02-18
A000005367,0049,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9593,DI40SKDHIC280,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-21 00:00:00,2025-10-21
A000005368,0038,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9445,DI40SKDHIC281,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-20 00:00:00,2025-05-20
A000005369,0039,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9449,DI40SKDHIC282,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005370,0040,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9448,DI40SKDHIC283,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-10-17 00:00:00,2026-10-17
A000005371,0048,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9395,DI40SKDHIC284,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-03-26 00:00:00,2027-03-26
A000005372,0038,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9754,DI40SKDHIC285,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-12 00:00:00,2025-11-12
A000005373,0041,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9676,DI40SKDHIC286,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-11-12 00:00:00,2026-11-12
A000005374,0049,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9672,DI40SKDHIC287,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-01-16 00:00:00,2026-01-16
A000005375,0029,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9665,DI40SKDHIC288,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-20 00:00:00,2025-05-20
A000005376,0030,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9316,DI40SKDHIC289,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005377,0031,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9330,DI40SKDHIC290,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-30 00:00:00,2025-10-30
A000005378,0032,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9326,DI40SKDHIC291,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-18 00:00:00,2026-02-18
A000005379,0033,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9762,DI40SKDHIC292,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-06-11 00:00:00,2027-06-11
A000005380,0050,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9603,DI40SKDHIC293,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-06-15 00:00:00,2027-06-15
A000005381,0051,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9638,DI40SKDHIC294,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-12-18 00:00:00,2026-12-18
A000005382,0052,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9641,DI40SKDHIC295,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-13 00:00:00,2025-08-13
A000005383,0053,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9619,DI40SKDHIC296,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005384,0042,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9398,DI40SKDHIC297,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-03-11 00:00:00,2027-03-11
A000005385,0043,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9400,DI40SKDHIC298,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-11-19 00:00:00,2026-11-19
A000005386,0054,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9554,DI40SKDHIC299,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-04-29 00:00:00,2025-04-29
A000005387,0044,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9562,DI40SKDHIC300,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-04-09 00:00:00,2027-04-09
A000005388,0050,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9397,DI40SKDHIC301,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-22 00:00:00,2025-10-22
A000005389,0036,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9371,DI40SKDHIC302,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2023-10-24 00:00:00,2024-10-23
A000005390,0037,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9364,DI40SKDHIC303,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-27 00:00:00,2025-05-27
A000005391,0051,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9361,DI40SKDHIC304,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-04-30 00:00:00,2027-04-30
A000005392,0034,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9314,DI40SKDHIC305,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005393,0035,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9670,DI40SKDHIC306,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-19 00:00:00,2025-07-19
A000005394,0036,2023-10-05,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9338,DI40SKDHIC307,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-03-12 00:00:00,2027-03-12
A000005395,0031,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9325,DI40SKDHIC308,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-06 00:00:00,2025-11-06
A000005396,0032,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9514,DI40SKDHIC309,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-12 00:00:00,2025-08-12
A000005397,0045,2023-10-19,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9549,DI40SKDHIC310,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-15 00:00:00,2025-08-15
A000005398,0055,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9508,DI40SKDHIC311,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005399,0033,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9507,DI40SKDHIC312,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005400,0016,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9798,DI40SKDHIC313,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-18 00:00:00,2025-10-18
A000005401,0052,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9402,DI40SKDHIC314,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-12-30 00:00:00,2025-12-30
A000005402,0053,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9778,DI40SKDHIC315,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-03-19 00:00:00,2027-03-19
A000005403,0017,2023-10-23,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9789,DI40SKDHIC316,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-04-09 00:00:00,2027-04-09
A000005404,0056,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9588,DI40SKDHIC317,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2023-10-22 00:00:00,2024-10-21
A000005405,0057,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9586,DI40SKDHIC318,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-21 00:00:00,2025-08-21
A000005406,0058,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9611,DI40SKDHIC319,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2023-10-21 00:00:00,2024-10-20
A000005407,0059,2023-10-18,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9639,DI40SKDHIC320,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-04 00:00:00,2026-02-04
A000005408,0034,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9313,DI40SKDHIC321,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-03-04 00:00:00,2027-03-04
A000005409,0039,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9306,DI40SKDHIC322,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005410,0040,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9311,DI40SKDHIC323,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-19 00:00:00,2025-07-19
A000005411,0035,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9347,DI40SKDHIC324,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-06-08 00:00:00,2027-06-08
A000005412,0038,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9630,DI40SKDHIC325,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2026-02-19 00:00:00,2027-02-19
A000005413,0054,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9578,DI40SKDHIC326,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-27 00:00:00,2025-05-27
A000005414,0039,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9594,DI40SKDHIC327,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-22 00:00:00,2025-10-22
A000005415,0040,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9612,DI40SKDHIC328,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-27 00:00:00,2025-05-27
A000005416,0041,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9488,DI40SKDHIC329,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-05-20 00:00:00,2025-05-20
A000005417,0042,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9465,DI40SKDHIC330,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-08-15 00:00:00,2025-08-15
A000005418,0036,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9490,DI40SKDHIC331,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-22 00:00:00,2025-07-22
A000005419,0043,2023-10-17,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9491,DI40SKDHIC332,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-11-04 00:00:00,2025-11-04
A000005420,0055,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9663,DI40SKDHIC333,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-08 00:00:00,2025-10-08
A000005421,0056,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9700,DI40SKDHIC334,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-07-01 00:00:00,2025-07-01
A000005422,0041,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9698,DI40SKDHIC335,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2025-02-14 00:00:00,2026-02-14
A000005423,0042,2023-10-20,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI9699,DI40SKDHIC336,Em Uso,0.0,DI4000BIVBR_TC1,DAIWHA,,2024-10-21 00:00:00,2025-10-21
