cod_bem,item,data_aquisicao,descricao,patrimonio,num_serie,status,valor_aquisicao,cod_produto,marca,serie,dt_calibracao,dt_vencimento
A00000731,0001,2025-12-19,VIDEO COLONOSCOPIO,END5352,H116155,Em Uso,1.0,EC-3890LI,,,,
A00006279,0001,2024-09-20,"ANESTESIA AX-500 COMEN 10,4 POL 15ML",AN4006,X5230814006C,Em Uso,1.0,AX-500_AT,COMEN,,2026-03-16 00:00:00,2027-03-16
A000000001,0001,2010-05-01,VIDEO GASTROSCOPIO,END0074,A110364,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000003,0001,2010-05-01,VIDEO GASTROSCOPIO,END0199,A110390,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000004,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX SERIE K,END0353,A110390,Em Uso,0.0,EG-2970K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000005,0001,2010-05-01,VIDEO GASTROSCOPIO,END0386,A110751,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000006,0001,2010-05-01,VIDEO GASTROSCOPIO,END0363,A110752,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000007,0001,2010-05-01,VIDEO GASTROSCOPIO,END0388,A110861,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000008,0001,2010-05-01,VIDEO GASTROSCOPIO,END0336,A110892,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000009,0001,2010-05-01,VIDEO GASTROSCOPIO,END0075,A111081,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000010,0001,2010-05-01,VIDEO GASTROSCOPIO,END0037,A111120,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000011,0001,2010-05-01,FIBRONASOLARINGOSCOPIO,END0216,G116575,Em Uso,0.0,FNL-10RP3,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000012,0001,2010-05-01,VIDEO PROCESSADORA,END0209,UC012259,Em Uso,0.0,EPK-1000,PENTAX,,2025-07-22 00:00:00,2026-07-22
A000000013,0001,2010-05-01,VIDEO PROCESSADORA,END0212,UE014397,Em Uso,0.0,EPK-1000,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000014,0001,2010-05-01,VENTILADOR PULMONAR,VP0619,B07360110866,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-09-09 00:00:00,2026-09-09
A000000015,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP2234,B09360040241,Em Uso,0.0,E360BR,NEWPORT,,2023-03-17 00:00:00,2024-03-16
A000000016,0001,2010-05-01,VENTILADOR PULMONAR,VP0615,N08360050110,Em Uso,0.0,E360BR_AT,NEWPORT,,2023-01-05 00:00:00,2024-01-05
A000000017,0001,2010-05-01,VENTILADOR PULMONAR,VP0309,GDU06010033,Em Uso,0.0,E500,NEWPORT,,2021-11-01 00:00:00,2022-11-01
A000000018,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0333,N08360050116,Em Uso,0.0,E360BR,NEWPORT,,2025-06-10 00:00:00,2026-06-10
A000000019,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0788,N10361217565,Em Uso,0.0,E360BR,NEWPORT,,2025-09-02 00:00:00,2026-09-02
A000000021,0001,2010-05-01,VIDEO GASTROSCOPIO,END0196,A110195,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000025,0001,2010-05-01,VENTILADOR PULMONAR,VP0900,E360A1011190,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-10-16 00:00:00,2026-10-16
A000000026,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS SERIE 130,END0043,2515744,Em Uso,0.0,GIF-130,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000027,0001,2010-05-01,VIDEO GASTROSCOPIO,END0360,A116989,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000028,0001,2010-05-01,VIDEO GASTROSCOPIO,END0329,2418166,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000029,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0007,0114640418,Em Uso,0.0,BF683 TD,BARFAB,,2025-01-15 00:00:00,2026-01-14
A000000030,0001,2010-05-01,COLONOSCOPIO,END0022,2600436,Em Uso,0.0,CF-Q140L,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000031,0001,2010-05-01,VIDEO GASTROSCOPIO,END0361,A110258,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000032,0001,2010-05-01,VIDEO PROCESSADORA OLYMPUS,END0023,KRT12160,Em Uso,0.0,CV-140,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000033,0001,2010-05-01,VENTILADOR NEWPORT HT-50,VP0281,04063589,Em Uso,0.0,HT-50,NEWPORT,,2024-10-08 00:00:00,2025-10-08
A000000034,0001,2010-05-01,VIDEO GASTROSCOPIO,END0193,A115587,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000035,0001,2010-05-01,PRISMA VENT50 COM BATERIA  WM120,OXT1256,34005284,Em Uso,0.0,WM30650-1110AT1,LOWENSTEIN MEDICAL,,2025-09-29 00:00:00,2026-09-29
A000000036,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0327,2600514,Em Uso,0.0,GIF-Q140,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000037,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0217,2812826,Em Uso,0.0,GIF-Q140,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000038,0001,2010-05-01,VIDEO GASTROSCOPIO,END0067,A113041,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000039,0001,2010-05-01,VIDEO GASTROSCOPIO,END0068,A114704,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000040,0001,2010-05-01,VIDEO GASTROSCOPIO,END0069,A114783,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000041,0001,2010-05-01,VIDEO GASTROSCOPIO,END0073,A116716,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000042,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0315,2102494,Em Uso,0.0,GIF-Q180,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000043,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0316,2808440,Em Uso,0.0,GIF-Q180,OLYMPUS,,2025-12-22 00:00:00,2050-01-01
A000000044,0001,2010-05-01,VIDEO GASTROSCOPIO,END0362,A110411,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000045,0001,2010-05-01,VIDEO GASTROSCOPIO,END0201,A110468,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000046,0001,2010-05-01,VIDEO GASTROSCOPIO,END0380,A110468,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000047,0001,2010-05-01,VIDEO GASTROSCOPIO,END0385,A110515,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000048,0001,2010-05-01,VIDEO GASTROSCOPIO,END0203,A110563,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000049,0001,2010-05-01,VIDEO COLONOSCOPIO,END0370,A110857,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000050,0001,2010-05-01,VIDEO GASTROSCOPIO,END0389,A111010,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000051,0001,2010-05-01,VIDEO GASTROSCOPIO,END0191,A111631,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000052,0001,2010-05-01,VIDEO GASTROSCOPIO,END0381,A112433,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000053,0001,2010-05-01,VIDEO COLONOSCOPIO,END0028,A115203,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000054,0001,2010-05-01,VIDEO GASTROSCOPIO,END0195,A110036,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000055,0001,2010-05-01,VIDEO GASTROSCOPIO,END0197,A110288,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000056,0001,2010-05-01,VIDEO GASTROSCOPIO,END0202,A110553,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000057,0001,2010-05-01,VIDEO GASTROSCOPIO,END0066,A112738,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000058,0001,2010-05-01,VIDEO GASTROSCOPIO,END0071,A116228,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000059,0001,2010-05-01,VIDEO GASTROSCOPIO,END0072,A116587,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000060,0001,2010-05-01,VIDEO COLONOSCOPIO,END0002,2315086,Em Uso,0.0,CF-Q160AL,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000061,0001,2010-05-01,VIDEO COLONOSCOPIO,END0261,2427327,Em Uso,0.0,CF-Q160AL,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000063,0001,2010-05-01,VIDEO GASTROSCOPIO,END0198,A110300,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000064,0001,2010-05-01,VIDEO COLONOSCOPIO,END0059,A110555,Em Uso,0.0,EC-3490LK,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000067,0001,2010-05-01,VIDEO COLONOSCOPIO PENTAX,END0063,A111136,Em Uso,0.0,EC38-I10L,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000068,0001,2010-05-01,VIDEO GASTROSCOPIO,END0190,A111258,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000069,0001,2010-05-01,VIDEO COLONOSCOPIO,END0372,A111402,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000070,0001,2010-05-01,VIDEO GASTROSCOPIO,END0192,A111793,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000071,0001,2010-05-01,FONTE LUZ PROCESSAORA FUJINON,END0245,1S089A476,Em Uso,0.0,XL-4400HD,FUJINON,,2024-08-08 00:00:00,2025-08-08
A000000072,0001,2010-05-01,VIDEO GASTROSCOPIO FUJINON,END0080,2G379A511,Em Uso,0.0,EG-580NW,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000073,0001,2010-05-01,PROCESSADORA DE IMAGEM OLYMPUS,END0135,7415057,Em Uso,0.0,CV-160,OLYMPUS,,2025-07-29 00:00:00,2026-07-29
A000000074,0001,2010-05-01,FONTE DE LUZ OLYMPUS,END0134,7432345,Em Uso,0.0,CLV-160,OLYMPUS,,2025-07-29 00:00:00,2026-07-29
A000000075,0001,2010-05-01,PROCESSADORA DE IMAGEM OLYMPUS,END0313,7600677,Em Uso,0.0,CV-180,OLYMPUS,,2025-09-18 00:00:00,2026-09-18
A000000076,0001,2010-05-01,VIDEO COLONOSCOPIO,END0176,A110116,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000077,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX,END0065,A110120,Em Uso,0.0,EG-2770K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000078,0001,2010-05-01,VIDEO GASTROSCOPIO,END0076,A110137,Em Uso,0.0,EG-3490K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000081,0001,2010-05-01,VIDEO GASTROSCOPIO,END0384,A110498,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000082,0001,2010-05-01,VIDEO GASTROSCOPIO,END0189,A110560,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000083,0001,2010-05-01,VIDEO GASTROSCOPIO,END0204,A110777,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000084,0001,2010-05-01,VIDEO COLONOSCOPIO,END0057,A111082,Em Uso,0.0,EC-3490LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000085,0001,2010-05-01,VIDEO COLONOSCOPIO,END0058,A111318,Em Uso,0.0,EC-3490LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000086,0001,2010-05-01,VIDEO COLONOSCOPIO,END0344,A111371,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000087,0001,2010-05-01,VIDEO COLONOSCOPIO,END0345,A111389,Em Uso,0.0,EC-3890LI,PENTAX,,2025-11-27 00:00:00,2050-01-01
A000000088,0001,2010-05-01,VIDEO COLONOSCOPIO,END0346,A111392,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000089,0001,2010-05-01,VIDEO GASTROSCOPIO,END0355,A111785,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000090,0001,2010-05-01,VIDEO COLONOSCOPIO,END0332,A112104,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000091,0001,2010-05-01,VIDEO COLONOSCOPIO,END0348,A114330,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000092,0001,2010-05-01,VIDEO GASTROSCOPIO,END0335,A116219,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000093,0001,2010-05-01,VIDEO GASTROSCOPIO,END0359,A116220,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000094,0001,2010-05-01,VIDEO GASTROSCOPIO,END0070,A116226,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000095,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0024,G110122,Em Uso,0.0,EB-1170K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000096,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0368,G110851,Em Uso,0.0,EB-1570K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000097,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0054,H110392,Em Uso,0.0,EB-1170K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000098,0001,2010-05-01,VIDEO COLONOSCOPIO,END0026,H110879,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000099,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0169,H111625,Em Uso,0.0,EB-1570K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000100,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0369,H111694,Em Uso,0.0,EB-1570K,PENTAX,,2024-10-21 00:00:00,2050-10-21
A000000101,0001,2010-05-01,VIDEO GASTROSCOPIO FUJINON,END0079,NG320A265,Em Uso,0.0,EG-530WR,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000102,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX SERIE K,END0188,G110560,Em Uso,0.0,EG-290KP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000103,0001,2010-05-01,FONTE DE LUZ XENON,END0318,00765,Em Uso,0.0,20133120,STORZ,,2026-05-20 00:00:00,2027-05-20
A000000104,0001,2010-05-01,INSUFLADOR,END0320,FG-3077-B,Em Uso,0.0,26432020,STORZ,,2050-01-01 00:00:00,2050-01-01
A000000105,0001,2010-05-01,VIDEO COLONOSCOPIO,END0027,A110836,Em Uso,0.0,EC-3872LK,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000106,0001,2010-05-01,VIDEO COLONOSCOPIO,END0340,G110026,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000107,0001,2010-05-01,VIDEO COLONOSCOPIO,END0140,G110039,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000108,0001,2010-05-01,VIDEO COLONOSCOPIO,END0173,G110354,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000109,0001,2010-05-01,VIDEO COLONOSCOPIO,END0175,H110818,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000110,0001,2010-05-01,VIDEO DUODENOSCOPIO,END0183,A110663,Em Uso,0.0,ED-3470TK,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000111,0001,2010-05-01,VIDEO GASTROSCOPIO,END0147,A110663,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000112,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0167,G110994,Em Uso,0.0,EB-1570K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000113,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0172,2C247A1212,Em Uso,0.0,EC-250HL5,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000114,0001,2010-05-01,VIDEO GASTROSCOPIO FUJINON,END0323,1G201A687,Em Uso,0.0,EG-450WR5,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000115,0001,2010-05-01,VIDEO GASTROSCOPIO,END0087,2000914,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000116,0001,2010-05-01,VIDEO GASTROSCOPIO,END0330,2000917,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000117,0001,2010-05-01,VIDEO GASTROSCOPIO,END0314,2306532,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000118,0001,2010-05-01,VIDEO GASTROSCOPIO,END0138,2000890,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000119,0001,2010-05-01,VIDEO GASTROSCOPIO,END0218,2102157,Em Uso,0.0,GIF-Q160,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000120,0001,2010-05-01,VIDEO COLONOSCOPIO,END0317,2213103,Em Uso,0.0,CF-Q160AL,OLYMPUS,,2025-12-22 00:00:00,2050-01-01
A000000121,0001,2010-05-01,VIDEO COLONOSCOPIO,END0003,2638788,Em Uso,0.0,CF-Q160AL,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000122,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0044,2711318,Em Uso,0.0,GIF-Q140,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000123,0001,2010-05-01,VIDEO GASTROSCOPIO OLYMPUS,END0328,2711809,Em Uso,0.0,GIF-Q140,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000124,0001,2010-05-01,VIDEO COLONOSCOPIO,END0008,A114939,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000125,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0062,EC517A018,Em Uso,0.0,EC-530HL,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000126,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0168,G111022,Em Uso,0.0,EB-1570K,PENTAX,,2024-11-06 00:00:00,2050-11-06
A000000127,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0006,H111607,Em Uso,0.0,EB-1570K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000128,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0009,NC517A065,Em Uso,0.0,EC-530HL,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000129,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0031,1C243A030,Em Uso,0.0,EC-450HL2,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000130,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0032,1C296A285,Em Uso,0.0,EC-450HL5,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000131,0001,2010-05-01,VIDEO COLONOSCOPIO,END0338,2213158,Em Uso,0.0,CF-Q160AL,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000132,0001,2010-05-01,COLONOSCOPIO,END0326,2305070,Em Uso,0.0,CF-Q160L,OLYMPUS,,2050-01-01 00:00:00,2050-01-01
A000000133,0001,2010-05-01,VIDEO GASTROSCOPIO FUJINON,END0078,3G320A098,Em Uso,0.0,EG-530WR,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000134,0001,2010-05-01,VIDEO COLONOSCOPIO FUJINON,END0325,4C471A025,Em Uso,0.0,EC-250HL5,FUJINON,,2050-01-01 00:00:00,2050-01-01
A000000135,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX,END0377,A110579,Em Uso,0.0,EG-2770K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000136,0001,2010-05-01,VIDEO COLONOSCOPIO,END0342,A110859,Em Uso,0.0,EC-3870LK,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000137,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX SERIE K,END0033,A111833,Em Uso,0.0,EG-2970K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000138,0001,2010-05-01,FIBRO BRONCOSCOPIO,END0042,B011042,Em Uso,0.0,FB-15X,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000139,0001,2010-05-01,VIDEO GASTROSCOPIO,END0378,E111822,Em Uso,0.0,EG-2931K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000140,0001,2010-05-01,VIDEO GASTROSCOPIO PENTAX SERIE K,END0187,G110224,Em Uso,0.0,EG-290KP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000141,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0339,G110426,Em Uso,0.0,EB-1970K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000142,0001,2010-05-01,FIBRO NASOLARINGOSCOPIO,END0015,G111757,Em Uso,0.0,FNL-15RP3,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000143,0001,2010-05-01,VIDEO GASTROSCOPIO,END0352,A110159,Em Uso,0.0,EG-2790K,PENTAX,,2025-06-18 00:00:00,2050-01-01
A000000144,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0004,0078451013,Em Uso,0.0,BF683 TD,BARFAB,,,
A000000145,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0006,0085400814,Em Uso,0.0,BF683 TD,BARFAB,,,
A000000146,0001,2010-05-01,VIDEO COLONOSCOPIO,END0060,A114165,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000147,0001,2010-05-01,VIDEO COLONOSCOPIO,END0061,A114183,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000148,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0001,0078461013,Em Uso,0.0,BF683 TD,BARFAB,,2023-07-27 00:00:00,2024-07-26
A000000149,0001,2010-05-01,CARDIOVERSOR HP CODEMASTER,CV0167,3625A09979,Em Uso,0.0,CODEMASTER,HP,,2024-09-16 00:00:00,2025-09-16
A000000150,0001,2010-05-01,FONTE DE LUZ OLYMPUS,END0312,7803675,Em Uso,0.0,CLV-180,OLYMPUS,,2025-09-18 00:00:00,2026-09-18
A000000151,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0170,A110114,Em Uso,0.0,EB-1970K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000152,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0056,A110169,Em Uso,0.0,EB-1970K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000153,0001,2010-05-01,VIDEO GASTROSCOPIO,END0383,A110325,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000154,0001,2010-05-01,VIDEO COLONOSCOPIO,END0177,A110930,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000155,0001,2010-05-01,VIDEO COLONOSCOPIO,END0371,A111251,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000156,0001,2010-05-01,VIDEO GASTROSCOPIO,END0357,A114274,Em Uso,0.0,EG-2990I,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000157,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0004,CL1914,Em Uso,0.0,C1186A,FANEM,,2026-01-01 00:00:00,2050-01-01
A000000158,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0005,CL1915,Em Uso,0.0,C1186A,FANEM,,2025-09-25 00:00:00,2026-09-25
A000000159,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0011,CL1921,Em Uso,0.0,C1186A,FANEM,,2022-11-08 00:00:00,2023-11-08
A000000160,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0016,CL1928,Em Uso,0.0,C1186A,FANEM,,2026-06-01 00:00:00,2027-06-01
A000000161,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0018,CL1930,Em Uso,0.0,C1186A,FANEM,,2026-01-01 00:00:00,2050-01-01
A000000162,0001,2010-05-01,CAMERA STORZ IMAGE,END0319,DG603311-P,Em Uso,0.0,22200020,STORZ,,,
A000000163,0001,2010-05-01,FIBRONASOLARINGOSCOPIO,END0215,G113805,Em Uso,0.0,FNL-10RP3,PENTAX,,2025-04-23 00:00:00,2050-04-23
A000000164,0001,2010-05-01,VIDEO COLONOSCOPIO,END0341,H110679,Em Uso,0.0,EC-380LKP,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000165,0001,2010-05-01,VIDEO PROCESSADORA,END0208,UB011913,Em Uso,0.0,EPK-1000,PENTAX,,2025-09-15 00:00:00,2026-09-15
A000000166,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0165,G110423,Em Uso,0.0,EB-1570K,PENTAX,,2025-03-10 00:00:00,2026-03-10
A000000167,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0166,G110945,Em Uso,0.0,EB-1570K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000168,0001,2010-05-01,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI0687,DI40SKDGBL027,Em Uso,0.0,DI4000BIVBR_AT1,DAIWHA,,2025-10-10 00:00:00,2026-10-10
A000000169,0001,2010-05-01,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI1307,DI40SKDHMB195,Em Uso,0.0,DI4000BIVBR_AT1,DAIWHA,,2026-02-24 00:00:00,2027-02-24
A000000170,0001,2010-05-01,OTICA 0Ø - 30CM - 10MM,END0321,861369,Em Uso,0.0,OTICA 0,STORZ,,,
A000000171,0001,2010-05-01,VIDEO BRONCOSCOPIO,END0025,G110697,Em Uso,0.0,EB-1830T3,PENTAX,,2050-01-01 00:00:00,2050-01-01
